Date,Time,Block,Freq (Hz),Actual (MW),Schedule (MW),Deviation (MW),Deviation (%),NCD,Actual_ERPC,actual,scheduled,deviation,percent,frequency,Ncd_values,price
3/19/2024,5:15,21,49.99,532.65454,502.06,30.59454,6.093802,398.65,-30491.14,-133.163635,-125.515,-7.648634999999999,6.093802,49.99,398.65,-30491.283427499995
3/19/2024,5:30,22,50.0,531.781812,415.165,116.616812,28.089269,398.88,-147525.25,-132.945453,-103.79125,-29.15420299999998,28.089269,50.0,398.88,-147525.26241959992
3/19/2024,5:45,23,50.0,506.763632,386.2,120.563632,31.217926,403.95,-138026.0,-126.690908,-96.55,-30.140907999999996,31.217926,50.0,403.95,-138026.03743919998
3/19/2024,6:00,24,50.03,500.072724,386.2,113.872724,29.485428,407.42,-131033.77,-125.018181,-96.55,-28.468181,29.485428,50.03,407.42,-131033.67563624
3/19/2024,6:15,25,50.03,505.309084,386.2,119.109084,30.841296,429.95,-145034.0,-126.327271,-96.55,-29.777271,30.841296,50.03,429.95,-145033.8519974
3/19/2024,6:30,26,49.97,496.290904,386.2,110.090904,28.50619,458.13,-142145.09,-124.072726,-96.55,-27.522726000000006,28.50619,49.97,458.13,-142145.23754856002
3/19/2024,6:45,27,49.99,405.81818,386.2,19.61818,5.079798,490.07,-24035.48,-101.454545,-96.55,-4.904544999999999,5.079798,49.99,490.07,-24035.703681499996
3/19/2024,7:00,28,50.03,231.272724,150.0387,81.234024,54.142047,528.6,-120889.87,-57.818181,-37.509675,-20.308506,54.142047,50.03,528.6,-120889.8695772
3/19/2024,7:15,29,50.03,260.363636,294.8637,-34.500064,11.700343,502.71,39022.86,-65.090909,-73.715925,8.625016000000002,11.700343,50.03,502.71,39022.93614024001
3/19/2024,7:30,30,50.05,331.63636,294.8637,36.77266,12.471071,542.78,0.0,-82.90909,-73.715925,-9.193165000000008,12.471071,50.05,542.78,0.0
3/19/2024,7:45,31,50.06,315.927272,294.8637,21.063572,7.143494,542.17,0.0,-78.981818,-73.715925,-5.2658930000000055,7.143494,50.06,542.17,0.0
3/19/2024,8:00,32,50.1,312.727268,294.8637,17.863568,6.058246,496.85,0.0,-78.181817,-73.715925,-4.465891999999997,6.058246,50.1,496.85,0.0
3/19/2024,8:15,33,50.02,379.05454,386.2,-7.14546,1.850197,480.31,7722.23,-94.763635,-96.55,1.7863650000000035,1.850197,50.02,480.31,7722.0807583500155
3/19/2024,8:30,34,50.07,394.181812,386.2,7.981812,2.066756,463.56,0.0,-98.545453,-96.55,-1.9954529999999977,2.066756,50.07,463.56,0.0
3/19/2024,8:45,35,50.06,380.21818,386.2,-5.98182,1.548892,435.53,0.0,-95.054545,-96.55,1.4954549999999927,1.548892,50.06,435.53,0.0
3/19/2024,9:00,36,50.09,390.690908,386.2,4.490908,1.162845,404.12,0.0,-97.672727,-96.55,-1.1227269999999976,1.162845,50.09,404.12,0.0
3/19/2024,9:15,37,50.02,395.345452,386.2,9.145452,2.368061,412.19,-9424.31,-98.836363,-96.55,-2.2863630000000086,2.368061,50.02,412.19,-9424.159649700036
3/19/2024,9:30,38,49.99,384.290908,386.2,-1.909092,0.494327,450.0,1933.07,-96.072727,-96.55,0.4772729999999967,0.494327,49.99,450.0,1932.9556499999867
3/19/2024,9:45,39,49.99,391.563632,386.2,5.363632,1.388822,477.07,-6397.03,-97.890908,-96.55,-1.3409079999999989,1.388822,49.99,477.07,-6397.069795599995
3/19/2024,10:00,40,50.0,423.85454,419.9925,3.86204,0.91955,436.16,-4211.12,-105.963635,-104.998125,-0.9655099999999948,0.91955,50.0,436.16,-4211.168415999978
3/19/2024,10:15,41,49.95,432.87272,419.9925,12.88022,3.066774,391.02,-12591.24,-108.21818,-104.998125,-3.220055000000002,3.066774,49.95,391.02,-12591.059061000007
3/19/2024,10:30,42,49.97,441.018176,430.0337,10.984476,2.554329,386.95,-10626.03,-110.254544,-107.508425,-2.746118999999993,2.554329,49.97,386.95,-10626.107470499974
3/19/2024,10:45,43,49.94,400.87272,430.0337,-29.16098,6.781092,368.24,32214.72,-100.21818,-107.508425,7.290244999999999,6.781092,49.94,368.24,32214.717825599997
3/19/2024,11:00,44,50.01,429.090904,430.0337,-0.942796,0.219238,368.48,781.66,-107.272726,-107.508425,0.23569899999999677,0.219238,50.01,368.48,781.6533076799893
3/19/2024,11:15,45,49.99,446.83636,439.978352,6.858008,1.558715,368.95,-6325.65,-111.70909,-109.994588,-1.7145020000000102,1.558715,49.99,368.95,-6325.655129000037
3/19/2024,11:30,46,50.0,451.490904,439.978352,11.512552,2.616618,356.07,-10248.05,-112.872726,-109.994588,-2.878138000000007,2.616618,50.0,356.07,-10248.185976600025
3/19/2024,11:45,47,50.0,488.436356,459.9642,28.472156,6.190081,355.6,-25311.61,-122.109089,-114.99105,-7.118038999999996,6.190081,50.0,355.6,-25311.746683999987
3/19/2024,12:00,48,50.01,506.763632,459.9642,46.799432,10.174581,356.08,-41804.01,-126.690908,-114.99105,-11.699857999999992,10.174581,50.01,356.08,-41803.82262287996
3/19/2024,12:15,49,50.03,502.690904,480.0466,22.644304,4.717105,385.08,-21799.76,-125.672726,-120.01165,-5.661075999999994,4.717105,50.03,385.08,-21799.67146079998
3/19/2024,12:30,50,50.0,494.545448,480.0466,14.498848,3.0203,366.91,-13299.39,-123.636362,-120.01165,-3.6247120000000024,3.0203,50.0,366.91,-13299.43079920001
3/19/2024,12:45,51,50.0,482.909088,480.0466,2.862488,0.596294,354.93,-2539.88,-120.727272,-120.01165,-0.7156219999999962,0.596294,50.0,354.93,-2539.9571645999868
3/19/2024,13:00,52,50.02,495.127264,480.0466,15.080664,3.1415,346.82,-13075.81,-123.781816,-120.01165,-3.7701660000000032,3.1415,50.02,346.82,-13075.689721200011
3/19/2024,13:15,53,50.06,503.854544,480.0466,23.807944,4.959507,300.78,0.0,-125.963636,-120.01165,-5.951985999999991,4.959507,50.06,300.78,0.0
3/19/2024,13:30,54,49.99,510.545452,500.032452,10.513,2.102464,291.71,-7667.01,-127.636363,-125.008113,-2.6282500000000084,2.102464,49.99,291.71,-7666.868075000024
3/19/2024,13:45,55,50.01,518.109084,500.032452,18.076632,3.615092,312.86,-14138.77,-129.527271,-125.008113,-4.519158000000019,3.615092,50.01,312.86,-14138.637718800059
3/19/2024,14:00,56,49.98,524.218176,529.962952,-5.744776,1.083996,324.45,4193.78,-131.054544,-132.490738,1.4361940000000004,1.083996,49.98,324.45,4193.758289700001
3/19/2024,14:15,57,49.97,536.43636,529.962952,6.473408,1.221483,343.25,-5555.16,-134.10909,-132.490738,-1.6183520000000158,1.221483,49.97,343.25,-5554.993240000054
3/19/2024,14:30,58,49.94,549.818176,529.962952,19.855224,3.746531,354.72,-26411.42,-137.454544,-132.490738,-4.963806000000005,3.746531,49.94,354.72,-26411.41896480003
3/19/2024,14:45,59,49.96,363.63636,529.962952,-166.326592,31.38457,354.71,54045.18,-90.90909,-132.490738,41.58164799999999,31.38457,49.96,354.71,54045.158127377
3/19/2024,15:00,60,49.98,489.018176,529.962952,-40.944776,7.725969,346.61,31931.72,-122.254544,-132.490738,10.236193999999998,7.725969,49.98,346.61,31931.704821059993
3/19/2024,15:15,61,50.01,544.290904,529.962952,14.327952,2.703576,348.39,-12479.33,-136.072726,-132.490738,-3.5819879999999955,2.703576,50.01,348.39,-12479.287993199983
3/19/2024,15:30,62,49.96,534.109088,529.962952,4.146136,0.782344,354.73,-3676.78,-133.527272,-132.490738,-1.0365340000000174,0.782344,49.96,354.73,-3676.897058200062
3/19/2024,15:45,63,49.96,569.018176,520.0183,48.999876,9.422721,354.62,-43440.95,-142.254544,-130.004575,-12.249969000000021,9.422721,49.96,354.62,-43440.840067800076
3/19/2024,16:00,64,50.0,557.381816,520.0183,37.363516,7.185039,355.4,-33197.56,-139.345454,-130.004575,-9.340879000000001,7.185039,50.0,355.4,-33197.483966
3/19/2024,16:15,65,50.01,548.945448,520.0183,28.927148,5.562717,365.72,-26448.14,-137.236362,-130.004575,-7.2317870000000255,5.562717,50.01,365.72,-26448.091416400097
3/19/2024,16:30,66,49.98,550.690904,520.0183,30.672604,5.89837,380.4,-29169.83,-137.672726,-130.004575,-7.668151000000023,5.89837,49.98,380.4,-29169.646404000086
3/19/2024,16:45,67,50.02,511.418176,500.032452,11.385724,2.276997,391.88,-11154.47,-127.854544,-125.008113,-2.8464310000000097,2.276997,50.02,391.88,-11154.593802800038
3/19/2024,17:00,68,50.01,477.67272,500.032452,-22.359732,4.471656,430.62,21664.1,-119.41818,-125.008113,5.589932999999988,4.471656,50.01,430.62,21664.232536139953
3/19/2024,17:15,69,50.04,468.072724,500.032452,-31.959728,6.391531,421.91,16855.16,-117.018181,-125.008113,7.989931999999996,6.391531,50.04,421.91,16855.161050599992
3/19/2024,17:30,70,50.01,492.218176,480.0466,12.171576,2.535499,390.2,-11873.4,-123.054544,-120.01165,-3.042894000000004,2.535499,50.01,390.2,-11873.372388000014
3/19/2024,17:45,71,50.01,420.072724,386.2,33.872724,8.770773,389.34,-32970.09,-105.018181,-96.55,-8.468181000000001,8.770773,50.01,389.34,-32970.0159054
3/19/2024,18:00,72,50.0,393.599996,386.2,7.399996,1.916105,392.19,-7255.52,-98.399999,-96.55,-1.8499989999999968,1.916105,50.0,392.19,-7255.511078099988
3/19/2024,18:15,73,50.05,384.872724,386.2,-1.327276,0.343676,407.12,0.0,-96.218181,-96.55,0.33181899999999587,0.343676,50.05,407.12,0.0
3/19/2024,18:30,74,50.01,387.199996,386.2,0.999996,0.258932,426.21,-1065.53,-96.799999,-96.55,-0.24999900000000252,0.258932,50.01,426.21,-1065.5207379000108
3/19/2024,18:45,75,50.01,368.290904,386.2,-17.909096,4.637259,492.0,19825.48,-92.072726,-96.55,4.477273999999994,4.637259,50.01,492.0,19825.369271999974
3/19/2024,19:00,76,50.01,372.65454,386.2,-13.54546,3.507369,549.92,16760.24,-93.163635,-96.55,3.386364999999998,3.507369,50.01,549.92,16760.06856719999
3/19/2024,19:15,77,50.02,379.345448,386.2,-6.854552,1.774871,503.53,7765.64,-94.836362,-96.55,1.713638000000003,1.774871,50.02,503.53,7765.813279260014
3/19/2024,19:30,78,50.04,386.327272,379.682876,6.644396,1.749986,512.41,-6383.73,-96.581818,-94.920719,-1.661098999999993,1.749986,50.04,512.41,-6383.728039424973
3/19/2024,19:45,79,50.02,379.05454,386.2,-7.14546,1.850197,599.97,9646.08,-94.763635,-96.55,1.7863650000000035,1.850197,50.02,599.97,9645.88868145002
3/19/2024,20:00,80,50.06,377.309088,386.2,-8.890912,2.302152,553.92,0.0,-94.327272,-96.55,2.2227280000000036,2.302152,50.06,553.92,0.0
3/19/2024,20:15,81,50.04,368.581812,386.2,-17.618188,4.561934,483.44,10646.67,-92.145453,-96.55,4.404546999999994,4.561934,50.04,483.44,10646.671008399984
3/19/2024,20:30,82,50.05,390.109088,386.2,3.909088,1.012193,449.97,0.0,-97.527272,-96.55,-0.9772719999999993,1.012193,50.05,449.97,0.0
3/19/2024,20:45,83,50.02,377.599996,386.2,-8.600004,2.226827,457.76,8857.66,-94.399999,-96.55,2.150001000000003,2.226827,50.02,457.76,8857.660119840013
3/19/2024,21:00,84,50.04,377.890908,386.2,-8.309092,2.1515,457.87,4755.6,-94.472727,-96.55,2.077272999999991,2.1515,50.04,457.87,4755.60494254998
3/19/2024,21:15,85,49.99,387.490904,386.2,1.290904,0.334258,468.37,-1511.43,-96.872726,-96.55,-0.32272600000000295,0.334258,49.99,468.37,-1511.5517662000138
3/19/2024,21:30,86,49.99,392.43636,386.2,6.23636,1.614801,490.97,-7654.71,-98.10909,-96.55,-1.5590899999999976,1.614801,49.99,490.97,-7654.664172999989
3/19/2024,21:45,87,49.99,392.43636,386.2,6.23636,1.614801,488.4,-7614.64,-98.10909,-96.55,-1.5590899999999976,1.614801,49.99,488.4,-7614.595559999988
3/19/2024,22:00,88,50.05,390.981816,386.2,4.781816,1.238171,467.4,0.0,-97.745454,-96.55,-1.195453999999998,1.238171,50.05,467.4,0.0
3/19/2024,22:15,89,49.96,406.981812,400.006652,6.97516,1.743761,400.85,-6990.02,-101.745453,-100.001663,-1.7437900000000042,1.743761,49.96,400.85,-6989.982215000017
3/19/2024,22:30,90,49.95,395.63636,400.006652,-4.370292,1.092555,399.73,3930.7,-98.90909,-100.001663,1.0925729999999874,1.092555,49.95,399.73,3930.6078476099547
3/19/2024,22:45,91,49.98,409.018176,400.006652,9.011524,2.252844,397.84,-8962.94,-102.254544,-100.001663,-2.252881000000002,2.252844,49.98,397.84,-8962.861770400008
3/19/2024,23:00,92,49.98,417.745448,400.006652,17.738796,4.434625,413.32,-18329.5,-104.436362,-100.001663,-4.434699000000009,4.434625,49.98,413.32,-18329.497906800036
3/19/2024,23:15,93,49.96,414.83636,410.047852,4.788508,1.167792,387.53,-4639.12,-103.70909,-102.511963,-1.197127000000009,1.167792,49.96,387.53,-4639.226263100034
3/19/2024,23:30,94,50.0,411.927272,410.047852,1.87942,0.458342,377.7,-1774.81,-102.981818,-102.511963,-0.4698550000000097,0.458342,50.0,377.7,-1774.6423350000366
3/19/2024,23:45,95,49.98,423.85454,410.047852,13.806688,3.367092,404.27,-13954.19,-105.963635,-102.511963,-3.451672000000002,3.367092,49.98,404.27,-13954.074394400008
3/19/2024,24:00:00,96,50.02,410.763632,410.047852,0.71578,0.17456,397.81,-711.68,-102.690908,-102.511963,-0.1789449999999988,0.17456,50.02,397.81,-711.8611044999952
3/20/2024,0:15,1,49.93,435.490904,430.0337,5.457204,1.269018,424.23,-8681.66,-108.872726,-107.508425,-1.3643009999999975,1.269018,49.93,424.23,-8681.661198449985
3/20/2024,0:30,2,49.98,438.981812,430.0337,8.948112,2.080793,405.14,-9062.98,-109.745453,-107.508425,-2.237027999999995,2.080793,49.98,405.14,-9063.09523919998
3/20/2024,0:45,3,49.96,446.83636,430.0337,16.80266,3.907289,396.84,-16670.06,-111.70909,-107.508425,-4.200665000000001,3.907289,49.96,396.84,-16669.918986
3/20/2024,1:00,4,49.98,442.763632,439.978352,2.78528,0.633049,380.78,-2651.37,-110.690908,-109.994588,-0.69632,0.633049,49.98,380.78,-2651.447296
3/20/2024,1:15,5,49.97,452.654544,439.978352,12.676192,2.881094,372.97,-11819.42,-113.163636,-109.994588,-3.1690480000000036,2.881094,49.97,372.97,-11819.598325600015
3/20/2024,1:30,6,49.97,459.63636,439.978352,19.658008,4.467949,369.96,-18181.68,-114.90909,-109.994588,-4.914502000000013,4.467949,49.97,369.96,-18181.691599200047
3/20/2024,1:45,7,49.97,450.03636,439.978352,10.058008,2.286023,369.38,-9288.06,-112.50909,-109.994588,-2.5145020000000073,2.286023,49.97,369.38,-9288.067487600027
3/20/2024,2:00,8,50.0,443.927272,439.978352,3.94892,0.897526,361.74,-3571.1,-110.981818,-109.994588,-0.9872300000000109,0.897526,50.0,361.74,-3571.2058020000395
3/20/2024,2:15,9,50.01,450.61818,439.978352,10.639828,2.418262,362.75,-9649.15,-112.654545,-109.994588,-2.6599570000000057,2.418262,50.01,362.75,-9648.994017500021
3/20/2024,2:30,10,50.01,450.909088,439.978352,10.930736,2.48438,362.85,-9915.6,-112.727272,-109.994588,-2.732684000000006,2.48438,50.01,362.85,-9915.543894000022
3/20/2024,2:45,11,50.03,461.381816,439.978352,21.403464,4.864663,361.42,-19339.22,-115.345454,-109.994588,-5.350866000000011,4.864663,50.03,361.42,-19339.099897200038
3/20/2024,3:00,12,50.03,462.83636,439.978352,22.858008,5.195257,358.41,-20481.34,-115.70909,-109.994588,-5.71450200000001,5.195257,50.03,358.41,-20481.346618200037
3/20/2024,3:15,13,50.03,455.563632,470.0054,-14.441768,3.072681,354.26,11511.18,-113.890908,-117.50135,3.610442000000006,3.072681,50.03,354.26,11511.31664628002
3/20/2024,3:30,14,50.02,458.763632,470.0054,-11.241768,2.391838,354.17,8958.23,-114.690908,-117.50135,2.810442000000009,2.391838,50.02,354.17,8958.368188260029
3/20/2024,3:45,15,50.01,470.690904,480.0466,-9.355696,1.948914,354.11,7454.05,-117.672726,-120.01165,2.3389240000000058,1.948914,50.01,354.11,7454.127398760019
3/20/2024,4:00,16,50.01,466.03636,480.0466,-14.01024,2.918517,356.86,11249.44,-116.50909,-120.01165,3.5025600000000026,2.918517,50.01,356.86,11249.312054400008
3/20/2024,4:15,17,49.99,454.109084,500.032452,-45.923368,9.184078,353.05,36479.67,-113.527271,-125.008113,11.480841999999996,9.184078,49.99,353.05,36479.801412899986
3/20/2024,4:30,18,49.98,446.25454,500.032452,-53.777912,10.754884,355.65,41691.32,-111.563635,-125.008113,13.44447799999999,10.754884,49.98,355.65,41691.29715887998
3/20/2024,4:45,19,50.0,431.41818,520.0183,-88.60012,17.037885,355.56,53158.18,-107.854545,-130.004575,22.150029999999987,17.037885,50.0,355.56,53158.09069005
3/20/2024,5:00,20,50.0,445.67272,520.0183,-74.34558,14.296724,358.26,51924.05,-111.41818,-130.004575,18.586394999999982,14.296724,50.0,358.26,51923.98497929996
3/20/2024,5:15,21,50.0,444.21818,540.004152,-95.785972,17.738007,366.46,56893.43,-111.054545,-135.001038,23.94649299999999,17.738007,50.0,366.46,56893.35244330199
3/20/2024,5:30,22,49.99,428.799996,540.004152,-111.204156,20.593204,366.64,56921.37,-107.199999,-135.001038,27.80103899999999,20.593204,49.99,366.64,56921.297658168
3/20/2024,5:45,23,50.0,442.181816,450.019552,-7.837736,1.741643,371.8,6556.54,-110.545454,-112.504888,1.9594339999999875,1.741643,50.0,371.8,6556.658050799958
3/20/2024,6:00,24,50.05,463.127272,419.9925,43.134772,10.270367,368.29,0.0,-115.781818,-104.998125,-10.783693,10.270367,50.05,368.29,0.0
3/20/2024,6:15,25,50.1,401.163632,386.2,14.963632,3.874581,403.96,0.0,-100.290908,-96.55,-3.7409080000000046,3.874581,50.1,403.96,0.0
3/20/2024,6:30,26,49.97,393.599996,386.2,7.399996,1.916105,425.32,-7868.42,-98.399999,-96.55,-1.8499989999999968,1.916105,49.97,425.32,-7868.415746799987
3/20/2024,6:45,27,49.98,377.018176,386.2,-9.181824,2.377479,458.42,9470.73,-94.254544,-96.55,2.2954560000000015,2.377479,49.98,458.42,9470.546455680007
3/20/2024,7:00,28,50.01,390.4,386.2,4.2,1.087519,487.88,-5122.74,-97.6,-96.55,-1.0499999999999972,1.087519,50.01,487.88,-5122.739999999986
3/20/2024,7:15,29,50.07,400.87272,386.2,14.67272,3.799254,463.66,0.0,-100.21818,-96.55,-3.6681800000000067,3.799254,50.07,463.66,0.0
3/20/2024,7:30,30,50.04,388.654544,386.2,2.454544,0.635563,480.11,-2209.6,-97.163636,-96.55,-0.6136359999999996,0.635563,50.04,480.11,-2209.595849699999
3/20/2024,7:45,31,50.07,384.581816,386.2,-1.618184,0.419002,469.93,0.0,-96.145454,-96.55,0.4045459999999963,0.419002,50.07,469.93,0.0
3/20/2024,8:00,32,50.06,397.963632,386.2,11.763632,3.045995,463.25,0.0,-99.490908,-96.55,-2.9409080000000074,3.045995,50.06,463.25,0.0
3/20/2024,8:15,33,50.0,401.454544,386.2,15.254544,3.949908,432.02,-16475.51,-100.363636,-96.55,-3.8136360000000025,3.949908,50.0,432.02,-16475.67024720001
3/20/2024,8:30,34,49.99,387.199996,386.2,0.999996,0.258932,424.99,-1062.48,-96.799999,-96.55,-0.24999900000000252,0.258932,49.99,424.99,-1062.4707501000107
3/20/2024,8:45,35,49.97,395.345452,386.2,9.145452,2.368061,402.94,-9212.82,-98.836363,-96.55,-2.2863630000000086,2.368061,49.97,402.94,-9212.671072200035
3/20/2024,9:00,36,50.04,383.709088,386.2,-2.490912,0.64498,383.02,1192.59,-95.927272,-96.55,0.6227279999999951,0.64498,50.04,383.02,1192.5863927999906
3/20/2024,9:15,37,49.96,403.199992,386.2,16.999992,4.401862,394.96,-16785.8,-100.799998,-96.55,-4.249998000000005,4.401862,49.96,394.96,-16785.79210080002
3/20/2024,9:30,38,49.95,418.03636,386.2,31.83636,8.24349,405.09,-32241.52,-104.50909,-96.55,-7.959090000000003,8.24349,49.95,405.09,-32241.47768100001
3/20/2024,9:45,39,49.96,404.945448,386.2,18.745448,4.853819,386.93,-18133.09,-101.236362,-96.55,-4.686362000000003,4.853819,49.96,386.93,-18132.94048660001
3/20/2024,10:00,40,49.98,416.872724,419.9925,-3.119776,0.742817,388.58,2727.48,-104.218181,-104.998125,0.7799440000000004,0.742817,49.98,388.58,2727.6357556800012
3/20/2024,10:15,41,49.95,407.27272,419.9925,-12.71978,3.028573,362.68,10379.58,-101.81818,-104.998125,3.1799450000000036,3.028573,49.95,362.68,10379.722073400011
3/20/2024,10:30,42,50.02,435.781816,430.0337,5.748116,1.336666,362.4,-5207.69,-108.945454,-107.508425,-1.4370289999999954,1.336666,50.02,362.4,-5207.793095999983
3/20/2024,10:45,43,50.05,439.27272,430.0337,9.23902,2.148441,362.47,0.0,-109.81818,-107.508425,-2.3097549999999956,2.148441,50.05,362.47,0.0
3/20/2024,11:00,44,50.06,429.963632,430.0337,-0.070068,0.016294,359.78,0.0,-107.490908,-107.508425,0.017516999999998006,0.016294,50.06,359.78,0.0
3/20/2024,11:15,45,50.0,439.854544,439.978352,-0.123808,0.02814,359.18,100.21,-109.963636,-109.994588,0.030951999999999202,0.02814,50.0,359.18,100.05605423999742
3/20/2024,11:30,46,49.99,439.854544,439.978352,-0.123808,0.02814,357.61,99.77,-109.963636,-109.994588,0.030951999999999202,0.02814,49.99,357.61,99.61870247999744
3/20/2024,11:45,47,49.97,446.254544,459.9642,-13.709656,2.980592,352.16,10862.94,-111.563636,-114.99105,3.427413999999999,2.980592,49.97,352.16,10862.983028159997
3/20/2024,12:00,48,49.98,457.01818,459.9642,-2.94602,0.640489,334.34,2216.17,-114.254545,-114.99105,0.7365050000000082,0.640489,49.98,334.34,2216.1877353000245
3/20/2024,12:15,49,50.0,479.999992,480.0466,-0.046608,0.009709,346.04,36.44,-119.999998,-120.01165,0.011651999999997997,0.009709,50.0,346.04,36.288522719993765
3/20/2024,12:30,50,50.01,499.781812,480.0466,19.735212,4.111103,353.32,-17432.1,-124.945453,-120.01165,-4.9338029999999975,4.111103,50.01,353.32,-17432.11275959999
3/20/2024,12:45,51,50.0,503.27272,480.0466,23.22612,4.838305,353.26,-20512.04,-125.81818,-120.01165,-5.806529999999995,4.838305,50.0,353.26,-20512.14787799998
3/20/2024,13:00,52,50.01,508.509084,480.0466,28.462484,5.929109,347.85,-24751.61,-127.127271,-120.01165,-7.11562099999999,5.929109,50.01,347.85,-24751.687648499967
3/20/2024,13:15,53,50.06,516.945452,500.032452,16.913,3.38238,311.68,0.0,-129.236363,-125.008113,-4.228250000000017,3.38238,50.06,311.68,0.0
3/20/2024,13:30,54,50.01,514.909088,500.032452,14.876636,2.975134,301.21,-11202.6,-128.727272,-125.008113,-3.7191590000000048,2.975134,50.01,301.21,-11202.478823900014
3/20/2024,13:45,55,49.98,531.199992,529.962952,1.23704,0.23342,317.59,-982.31,-132.799998,-132.490738,-0.30925999999999476,0.23342,49.98,317.59,-982.1788339999833
3/20/2024,14:00,56,50.02,519.272724,529.962952,-10.690228,2.017165,317.57,7638.64,-129.818181,-132.490738,2.6725569999999834,2.017165,50.02,317.57,7638.515338409952
3/20/2024,14:15,57,50.02,530.03636,529.962952,0.073408,0.013852,335.25,-61.69,-132.50909,-132.490738,-0.01835199999999304,0.013852,50.02,335.25,-61.52507999997667
3/20/2024,14:30,58,50.01,531.490904,529.962952,1.527952,0.288313,347.73,-1328.33,-132.872726,-132.490738,-0.3819880000000069,0.288313,50.01,347.73,-1328.286872400024
3/20/2024,14:45,59,50.0,504.43636,529.962952,-25.526592,4.816675,343.64,19736.76,-126.10909,-132.490738,6.381647999999998,4.816675,50.0,343.64,19736.905668479994
3/20/2024,15:00,60,50.0,515.490904,529.962952,-14.472048,2.730766,338.83,11032.98,-128.872726,-132.490738,3.618011999999993,2.730766,50.0,338.83,11033.019053639979
3/20/2024,15:15,61,49.96,539.927264,499.962952,39.964312,7.993455,346.4,-34609.17,-134.981816,-124.990738,-9.991078000000016,7.993455,49.96,346.4,-34609.094192000055
3/20/2024,15:30,62,49.93,523.63636,499.962952,23.673408,4.735032,354.45,-31466.4,-130.90909,-124.990738,-5.918351999999999,4.735032,49.93,354.45,-31466.397995999992
3/20/2024,15:45,63,49.88,507.345448,500.0183,7.327148,1.465376,359.14,-13157.36,-126.836362,-125.004575,-1.8317869999999914,1.465376,49.88,359.14,-13157.359663599938
3/20/2024,16:00,64,49.9,507.927264,500.0183,7.908964,1.581735,359.09,-14200.15,-126.981816,-125.004575,-1.9772409999999923,1.581735,49.9,359.09,-14200.149413799943
3/20/2024,16:15,65,49.94,509.963632,500.0183,9.945332,1.988994,359.34,-13401.58,-127.490908,-125.004575,-2.486333000000002,1.988994,49.94,359.34,-13401.58350330001
3/20/2024,16:30,66,49.89,515.490904,500.0183,15.472604,3.094408,359.4,-27804.27,-128.872726,-125.004575,-3.8681509999999975,3.094408,49.89,359.4,-27804.26938799998
3/20/2024,16:45,67,49.92,496.872724,500.032452,-3.159728,0.631905,367.14,3480.19,-124.218181,-125.008113,0.7899319999999932,0.631905,49.92,367.14,3480.1876137599697
3/20/2024,17:00,68,49.94,480.872724,500.032452,-19.159728,3.831697,394.95,22701.4,-120.218181,-125.008113,4.789931999999993,3.831697,49.94,394.95,22701.403720799968
3/20/2024,17:15,69,50.07,450.909088,500.032452,-49.123364,9.824035,368.48,0.0,-112.727272,-125.008113,12.280840999999995,9.824035,50.07,368.48,0.0
3/20/2024,17:30,70,50.03,475.927264,480.0466,-4.119336,0.858112,372.9,3456.11,-118.981816,-120.01165,1.0298340000000081,0.858112,50.03,372.9,3456.225887400027
3/20/2024,17:45,71,50.01,386.909088,386.2,0.709088,0.183606,382.79,-678.69,-96.727272,-96.55,-0.1772720000000021,0.183606,50.01,382.79,-678.5794888000081
3/20/2024,18:00,72,50.03,402.327268,386.2,16.127268,4.175885,390.04,-15725.63,-100.581817,-96.55,-4.031817000000004,4.175885,50.03,390.04,-15725.699026800015
3/20/2024,18:15,73,50.12,404.65454,386.2,18.45454,4.778493,425.39,0.0,-101.163635,-96.55,-4.613635000000002,4.778493,50.12,425.39,0.0
3/20/2024,18:30,74,50.02,395.05454,386.2,8.85454,2.292734,430.95,-9539.51,-98.763635,-96.55,-2.2136349999999965,2.292734,50.02,430.95,-9539.660032499985
3/20/2024,18:45,75,50.0,381.67272,386.2,-4.52728,1.172263,468.56,4772.85,-95.41818,-96.55,1.1318199999999905,1.172263,50.0,468.56,4772.93021279996
3/20/2024,19:00,76,50.03,276.65454,249.967952,26.686588,10.676004,532.76,-35543.62,-69.163635,-62.491988,-6.671647,10.676004,50.03,532.76,-35543.8665572
3/20/2024,19:15,77,50.02,276.945448,249.967952,26.977496,10.792382,554.16,-37374.77,-69.236362,-62.491988,-6.7443740000000005,10.792382,50.02,554.16,-37374.6229584
3/20/2024,19:30,78,50.02,243.2,249.967952,-6.767952,2.707528,599.92,9135.58,-60.8,-62.491988,1.691988000000002,2.707528,50.02,599.92,9135.516968640011
3/20/2024,19:45,79,50.0,251.927272,249.967952,1.95932,0.783828,542.34,-2656.38,-62.981818,-62.491988,-0.48982999999999777,0.783828,50.0,542.34,-2656.544021999988
3/20/2024,20:00,80,49.97,372.945448,386.2,-13.254552,3.432044,499.91,14908.52,-93.236362,-96.55,3.3136379999999974,3.432044,49.97,499.91,14908.686953219989
3/20/2024,20:15,81,49.97,380.509088,386.2,-5.690912,1.473566,466.09,5967.96,-95.127272,-96.55,1.4227279999999922,1.473566,49.97,466.09,5968.073641679967
