Date,Time,Block,Freq (Hz),Actual (MW),Schedule (MW),Deviation (MW),Deviation (%),NCD,Actual_ERPC,actual,scheduled,deviation,percent,frequency,Ncd_values,price
3/10/2024,3:30,14,49.94,402.327268,400.001852,2.325416,0.581351,321.05,-2799.66,-100.581817,-100.000463,-0.5813540000000046,0.581351,49.94,321.05,-2799.655525500022
3/10/2024,3:45,15,49.95,401.745452,400.001852,1.7436,0.435898,310.74,-1354.52,-100.436363,-100.000463,-0.43590000000000373,0.435898,49.95,310.74,-1354.5156600000116
3/10/2024,4:00,16,49.99,410.763632,400.001852,10.76178,2.690433,304.68,-8197.11,-102.690908,-100.000463,-2.690444999999997,2.690433,49.99,304.68,-8197.24782599999
3/10/2024,4:15,17,49.98,420.654544,400.001852,20.652692,5.163149,321.0,-16573.87,-105.163636,-100.000463,-5.1631730000000005,5.163149,49.98,321.0,-16573.785330000002
3/10/2024,4:30,18,49.97,413.381812,420.026012,-6.6442,1.581854,333.8,4989.98,-103.345453,-105.006503,1.6610499999999888,1.581854,49.97,333.8,4990.126409999966
3/10/2024,4:45,19,49.96,409.599992,420.026012,-10.42602,2.482232,357.54,8387.35,-102.399998,-105.006503,2.6065049999999985,2.482232,49.96,357.54,8387.368179299996
3/10/2024,5:00,20,49.97,438.399996,439.9539,-1.553904,0.353197,399.96,1398.46,-109.599999,-109.988475,0.38847599999999716,0.353197,49.97,399.96,1398.3737486399898
3/10/2024,5:15,21,49.99,440.145452,439.9539,0.191552,0.043539,358.3,-171.63,-110.036363,-109.988475,-0.047888000000000375,0.043539,49.99,358.3,-171.58270400000134
3/10/2024,5:30,22,49.97,429.381816,439.9539,-10.572084,2.402998,399.93,9513.13,-107.345454,-109.988475,2.6430209999999903,2.402998,49.97,399.93,9513.210496769965
3/10/2024,5:45,23,49.99,450.909088,439.9539,10.955188,2.490076,394.95,-10816.89,-112.727272,-109.988475,-2.7387970000000053,2.490076,49.99,394.95,-10816.87875150002
3/10/2024,6:00,24,50.02,431.127272,420.026012,11.10126,2.642993,429.58,-11922.13,-107.781818,-105.006503,-2.775315000000006,2.642993,50.02,429.58,-11922.198177000026
3/10/2024,6:15,25,50.04,419.490904,420.026012,-0.535108,0.127399,364.42,243.76,-104.872726,-105.006503,0.13377699999999493,0.127399,50.04,364.42,243.75507169999076
3/10/2024,6:30,26,50.02,380.509088,379.977692,0.531396,0.139849,381.99,-507.28,-95.127272,-94.994423,-0.13284900000000732,0.139849,50.02,381.99,-507.469895100028
3/10/2024,6:45,27,50.01,371.781816,379.977692,-8.195876,2.156936,461.68,8513.84,-92.945454,-94.994423,2.0489689999999996,2.156936,50.01,461.68,8513.712071279999
3/10/2024,7:00,28,50.01,285.090904,288.81,-3.719096,1.287731,588.43,4924.1,-71.272726,-72.2025,0.9297739999999948,1.287731,50.01,588.43,4923.962233379972
3/10/2024,7:15,29,50.01,284.509088,288.81,-4.300912,1.489184,550.06,5322.82,-71.127272,-72.2025,1.0752279999999956,1.489184,50.01,550.06,5322.959223119978
3/10/2024,7:30,30,50.02,289.745448,288.81,0.935448,0.323897,600.09,-1403.61,-72.436362,-72.2025,-0.233862000000002,0.323897,50.02,600.09,-1403.3824758000121
3/10/2024,7:45,31,50.03,281.890908,288.81,-6.919092,2.395725,476.91,7424.63,-70.472727,-72.2025,1.7297729999999945,2.395725,50.03,476.91,7424.514372869977
3/10/2024,8:00,32,50.03,292.363636,288.81,3.553636,1.230441,496.14,-4407.71,-73.090909,-72.2025,-0.8884089999999958,1.230441,50.03,496.14,-4407.752412599979
3/10/2024,8:15,33,50.01,295.272724,288.81,6.462724,2.237708,499.97,-8078.02,-73.818181,-72.2025,-1.615680999999995,2.237708,50.01,499.97,-8077.920295699975
3/10/2024,8:30,34,50.02,285.672728,288.81,-3.137272,1.086275,536.8,3789.11,-71.418182,-72.2025,0.784317999999999,1.086275,50.02,536.8,3789.1971215999947
3/10/2024,8:45,35,49.99,291.490904,288.81,2.680904,0.928259,404.53,-2711.16,-72.872726,-72.2025,-0.6702259999999995,0.928259,49.99,404.53,-2711.265237799998
3/10/2024,9:00,36,50.0,288.290908,288.81,-0.519092,0.179735,405.81,474.07,-72.072727,-72.2025,0.12977300000000014,0.179735,50.0,405.81,473.9686301700005
3/10/2024,9:15,37,49.94,278.981816,288.81,-9.828184,3.402993,401.02,11823.9,-69.745454,-72.2025,2.4570460000000054,3.402993,49.94,401.02,11823.895043040025
3/10/2024,9:30,38,49.98,290.03636,288.81,1.22636,0.424625,401.04,-1229.59,-72.50909,-72.2025,-0.3065899999999999,0.424625,49.98,401.04,-1229.5485359999998
3/10/2024,9:45,39,49.96,363.05454,350.03772,13.01682,3.718691,413.09,-13442.77,-90.763635,-87.50943,-3.254204999999999,3.718691,49.96,413.09,-13442.795434499994
3/10/2024,10:00,40,50.0,356.07272,350.03772,6.035,1.7241,401.02,-6050.59,-89.01818,-87.50943,-1.5087500000000063,1.7241,50.0,401.02,-6050.389250000025
3/10/2024,10:15,41,49.99,401.454544,400.001852,1.452692,0.363171,400.04,-1452.95,-100.363636,-100.000463,-0.3631730000000033,0.363171,49.99,400.04,-1452.8372692000132
3/10/2024,10:30,42,49.99,418.61818,400.001852,18.616328,4.65406,395.0,-18383.7,-104.654545,-100.000463,-4.6540820000000025,4.65406,49.99,395.0,-18383.62390000001
3/10/2024,10:45,43,49.95,411.345452,400.001852,11.3436,2.835887,363.98,-10322.11,-102.836363,-100.000463,-2.8359000000000094,2.835887,49.95,363.98,-10322.108820000034
3/10/2024,11:00,44,49.94,413.67272,400.001852,13.670868,3.417701,339.21,-17389.86,-103.41818,-100.000463,-3.4177170000000103,3.417701,49.94,339.21,-17389.85675355005
3/10/2024,11:15,45,49.99,425.01818,420.026012,4.992168,1.188538,339.23,-4233.59,-106.254545,-105.006503,-1.248041999999998,1.188538,49.99,339.23,-4233.732876599994
3/10/2024,11:30,46,50.02,432.290904,420.026012,12.264892,2.920032,357.59,-10964.42,-108.072726,-105.006503,-3.066223000000008,2.920032,50.02,357.59,-10964.506825700028
3/10/2024,11:45,47,50.01,285.090904,420.026012,-134.935108,32.125417,339.29,40971.91,-71.272726,-105.006503,33.73377699999999,32.125417,50.01,339.29,40971.80486330051
3/10/2024,12:00,48,50.02,439.27272,420.026012,19.246708,4.582266,328.99,-15830.01,-109.81818,-105.006503,-4.811677000000003,4.582266,50.02,328.99,-15829.936162300011
3/10/2024,12:15,49,50.01,489.018176,449.96598,39.052196,8.678922,310.45,-30309.23,-122.254544,-112.491495,-9.763048999999995,8.678922,50.01,310.45,-30309.385620499983
3/10/2024,12:30,50,49.97,472.43636,449.96598,22.47038,4.993795,313.86,-17631.4,-118.10909,-112.491495,-5.617594999999994,4.993795,49.97,313.86,-17631.383666999984
3/10/2024,12:45,51,49.94,465.745452,449.96598,15.779472,3.506814,312.09,-18467.31,-116.436363,-112.491495,-3.9448679999999996,3.506814,49.94,312.09,-18467.307811799998
3/10/2024,13:00,52,49.91,459.345452,449.96598,9.379472,2.084485,292.96,-10304.29,-114.836363,-112.491495,-2.3448680000000053,2.084485,49.91,292.96,-10304.287939200023
3/10/2024,13:15,53,50.01,470.109088,449.96598,20.143108,4.476585,250.04,-12591.51,-117.527272,-112.491495,-5.035776999999996,4.476585,50.01,250.04,-12591.45681079999
3/10/2024,13:30,54,50.02,477.090904,469.99014,7.100764,1.510833,249.91,-4436.4,-119.272726,-117.497535,-1.7751910000000066,1.510833,50.02,249.91,-4436.379828100016
3/10/2024,13:45,55,50.01,510.254544,469.99014,40.264404,8.567074,240.55,-24214.0,-127.563636,-117.497535,-10.066101000000003,8.567074,50.01,240.55,-24214.005955500008
3/10/2024,14:00,56,50.05,496.872724,469.99014,26.882584,5.719819,240.53,0.0,-124.218181,-117.497535,-6.720646000000002,5.719819,50.05,240.53,0.0
3/10/2024,14:15,57,50.02,488.436356,480.00222,8.434136,1.757104,244.12,-5147.27,-122.109089,-120.000555,-2.1085339999999917,1.757104,50.02,244.12,-5147.35320079998
3/10/2024,14:30,58,49.99,524.509084,480.00222,44.506864,9.27222,268.09,-29829.57,-131.127271,-120.000555,-11.126716000000002,9.27222,49.99,268.09,-29829.6129244
3/10/2024,14:45,59,49.93,534.981812,480.00222,54.979592,11.454029,333.04,-68664.01,-133.745453,-120.000555,-13.744897999999992,11.454029,49.93,333.04,-68664.01244879997
3/10/2024,15:00,60,49.85,527.418176,480.00222,47.415956,9.878278,333.02,-78952.31,-131.854544,-120.000555,-11.853988999999999,9.878278,49.85,333.02,-78952.30833559998
3/10/2024,15:15,61,49.88,512.290904,480.00222,32.288684,6.726778,350.06,-56514.88,-128.072726,-120.000555,-8.072170999999983,6.726778,49.88,350.06,-56514.88360519988
3/10/2024,15:30,62,49.87,504.145452,480.00222,24.143232,5.029817,363.04,-43824.79,-126.036363,-120.000555,-6.035807999999989,5.029817,49.87,363.04,-43824.79472639992
3/10/2024,15:45,63,49.83,503.27272,480.00222,23.2705,4.847998,328.15,-38181.07,-125.81818,-120.000555,-5.8176249999999925,4.847998,49.83,328.15,-38181.07287499995
3/10/2024,16:00,64,49.88,517.818176,480.00222,37.815956,7.878288,333.09,-62980.58,-129.454544,-120.000555,-9.453988999999993,7.878288,49.88,333.09,-62980.58392019995
3/10/2024,16:15,65,49.96,508.218176,480.00222,28.215956,5.878297,334.03,-23562.48,-127.054544,-120.000555,-7.053989000000001,5.878297,49.96,334.03,-23562.4394567
3/10/2024,16:30,66,49.94,506.763632,480.00222,26.761412,5.575268,357.53,-35880.03,-126.690908,-120.000555,-6.690352999999988,5.575268,49.94,357.53,-35880.02862134993
3/10/2024,16:45,67,49.95,470.981812,449.96598,21.015832,4.670538,396.95,-20855.75,-117.745453,-112.491495,-5.253957999999997,4.670538,49.95,396.95,-20855.58628099999
3/10/2024,17:00,68,49.96,507.636356,449.96598,57.670376,12.816608,400.07,-60215.26,-126.909089,-112.491495,-14.417593999999994,12.816608,49.96,400.07,-60215.66749802997
3/10/2024,17:15,69,50.08,498.618176,449.96598,48.652196,10.812417,338.48,0.0,-124.654544,-112.491495,-12.163049,10.812417,50.08,338.48,0.0
3/10/2024,17:30,70,50.04,478.545452,449.96598,28.579472,6.351474,350.05,-18757.96,-119.636363,-112.491495,-7.144868000000002,6.351474,50.04,350.05,-18757.95782550001
3/10/2024,17:45,71,50.04,493.963632,457.763852,36.19978,7.907959,324.65,-22035.48,-123.490908,-114.440963,-9.049945000000008,7.907959,50.04,324.65,-22035.48483187502
3/10/2024,18:00,72,50.03,494.25454,457.763852,36.490688,7.971509,338.83,-30910.44,-123.563635,-114.440963,-9.122672000000009,7.971509,50.03,338.83,-30910.34953760003
3/10/2024,18:15,73,50.05,477.963632,457.763852,20.19978,4.412708,369.48,0.0,-119.490908,-114.440963,-5.049945000000008,4.412708,50.05,369.48,0.0
3/10/2024,18:30,74,50.0,451.490904,446.30772,5.183184,1.161348,376.98,-4884.91,-112.872726,-111.57693,-1.2957959999999957,1.161348,50.0,376.98,-4884.891760799984
3/10/2024,18:45,75,50.0,377.6,385.08,-7.48,1.942454,447.94,7538.83,-94.4,-96.27,1.8699999999999903,1.942454,50.0,447.94,7538.830199999961
3/10/2024,19:00,76,50.02,386.327272,385.08,1.247272,0.323899,491.96,-1533.93,-96.581818,-96.27,-0.31181800000000237,0.323899,50.02,491.96,-1534.0198328000115
3/10/2024,19:15,77,50.04,386.61818,385.08,1.53818,0.399444,425.04,-1225.85,-96.654545,-96.27,-0.3845450000000028,0.399444,50.04,425.04,-1225.852551000009
3/10/2024,19:30,78,50.02,397.672724,385.08,12.592724,3.270158,449.95,-14165.33,-99.418181,-96.27,-3.148181000000008,3.270158,50.02,449.95,-14165.240409500037
3/10/2024,19:45,79,50.03,391.272724,385.08,6.192724,1.608166,450.09,-6968.29,-97.818181,-96.27,-1.5481809999999996,1.608166,50.03,450.09,-6968.207862899998
3/10/2024,20:00,80,50.05,378.763632,385.08,-6.316368,1.640274,408.4,0.0,-94.690908,-96.27,1.5790920000000028,1.640274,50.05,408.4,0.0
3/10/2024,20:15,81,50.05,390.109088,385.08,5.029088,1.305985,451.09,0.0,-97.527272,-96.27,-1.2572720000000004,1.305985,50.05,451.09,0.0
3/10/2024,20:30,82,50.03,398.545448,396.24732,2.298128,0.579973,403.56,-2318.45,-99.636362,-99.06183,-0.5745320000000049,0.579973,50.03,403.56,-2318.58133920002
3/10/2024,20:45,83,50.01,400.290904,396.24732,4.043584,1.02047,379.4,-3835.35,-100.072726,-99.06183,-1.0108960000000025,1.02047,50.01,379.4,-3835.339424000009
3/10/2024,21:00,84,50.03,403.781812,396.24732,7.534492,1.901462,379.02,-7139.22,-100.945453,-99.06183,-1.883623,1.901462,50.03,379.02,-7139.3078946
3/10/2024,21:15,85,49.99,397.672724,396.24732,1.425404,0.359726,375.25,-1337.39,-99.418181,-99.06183,-0.35635100000000364,0.359726,49.99,375.25,-1337.2071275000137
3/10/2024,21:30,86,50.0,356.07272,350.03772,6.035,1.7241,369.22,-5570.79,-89.01818,-87.50943,-1.5087500000000063,1.7241,50.0,369.22,-5570.606750000024
3/10/2024,21:45,87,50.02,352.290908,350.03772,2.253188,0.643699,368.13,-2073.68,-88.072727,-87.50943,-0.5632970000000057,0.643699,50.02,368.13,-2073.665246100021
3/10/2024,22:00,88,50.03,353.745448,350.03772,3.707728,1.059237,366.93,-3401.07,-88.436362,-87.50943,-0.9269320000000079,1.059237,50.03,366.93,-3401.191587600029
3/10/2024,22:15,89,49.98,389.818176,400.001852,-10.183676,2.545907,359.18,8229.93,-97.454544,-100.000463,2.545918999999998,2.545907,49.98,359.18,8229.988677779993
3/10/2024,22:30,90,49.99,400.290904,400.001852,0.289052,0.072263,376.75,-272.39,-100.072726,-100.000463,-0.07226300000000663,0.072263,49.99,376.75,-272.25085250002496
3/10/2024,22:45,91,50.0,392.43636,400.001852,-7.565492,1.891364,413.05,7031.18,-98.10909,-100.000463,1.8913730000000015,1.891364,50.0,413.05,7031.084558850006
3/10/2024,23:00,92,49.98,406.981812,400.001852,6.97996,1.744982,423.43,-7388.85,-101.745453,-100.000463,-1.7449900000000014,1.744982,49.98,423.43,-7388.811157000006
3/10/2024,23:15,93,49.95,389.818176,400.001852,-10.183676,2.545907,355.87,8154.08,-97.454544,-100.000463,2.545918999999998,2.545907,49.95,355.87,8154.145750769993
3/10/2024,23:30,94,49.98,390.109088,400.001852,-9.892764,2.47318,351.53,7824.64,-97.527272,-100.000463,2.473191,2.47318,49.98,351.53,7824.60749007
3/10/2024,23:45,95,49.99,403.781816,400.001852,3.779964,0.944987,351.55,-3322.15,-100.945454,-100.000463,-0.9449910000000017,0.944987,49.99,351.55,-3322.115860500006
3/10/2024,24:00:00,96,50.02,399.41818,400.001852,-0.583672,0.145917,351.77,461.91,-99.854545,-100.000463,0.14591799999999466,0.145917,50.02,351.77,461.9661737399831
3/11/2024,0:15,1,49.99,375.563632,359.91614,15.647492,4.347538,381.77,-14934.46,-93.890908,-89.979035,-3.911873,4.347538,49.99,381.77,-14934.357552099998
3/11/2024,0:30,2,49.99,358.4,359.91614,-1.51614,0.421248,394.92,1347.07,-89.6,-89.979035,0.3790350000000018,0.421248,49.99,394.92,1347.1965198000064
3/11/2024,0:45,3,49.96,364.509088,359.91614,4.592948,1.276116,348.35,-3999.75,-91.127272,-89.979035,-1.1482370000000088,1.276116,49.96,348.35,-3999.883589500031
3/11/2024,1:00,4,49.98,367.41818,359.91614,7.50204,2.084386,335.64,-6294.93,-91.854545,-89.979035,-1.8755100000000056,2.084386,49.98,335.64,-6294.961764000019
3/11/2024,1:15,5,49.98,351.709088,359.91614,-8.207052,2.280268,335.15,6188.95,-87.927272,-89.979035,2.051762999999994,2.280268,49.98,335.15,6188.835325049981
3/11/2024,1:30,6,49.98,375.27272,379.93822,-4.6655,1.227963,331.8,3483.1,-93.81818,-94.984555,1.1663750000000022,1.227963,49.98,331.8,3483.0290250000066
3/11/2024,1:45,7,49.97,382.254544,379.93822,2.316324,0.609658,327.02,-1893.77,-95.563636,-94.984555,-0.5790810000000022,0.609658,49.97,327.02,-1893.710686200007
3/11/2024,2:00,8,49.97,384.290908,379.93822,4.352688,1.14563,321.17,-3494.97,-96.072727,-94.984555,-1.0881720000000001,1.14563,49.97,321.17,-3494.882012400001
3/11/2024,2:15,9,49.97,386.327272,379.93822,6.389052,1.681603,318.52,-5087.72,-96.581818,-94.984555,-1.597262999999998,1.681603,49.97,318.52,-5087.602107599993
3/11/2024,2:30,10,49.98,379.927272,379.93822,-0.010948,0.002882,318.41,7.74,-94.981818,-94.984555,0.0027369999999962147,0.002882,49.98,318.41,7.843393529989153
3/11/2024,2:45,11,49.96,392.145448,379.93822,12.207228,3.212951,318.29,-9713.57,-98.036362,-94.984555,-3.0518069999999966,3.212951,49.96,318.29,-9713.59650029999
3/11/2024,3:00,12,49.96,394.47272,379.93822,14.5345,3.82549,318.16,-11560.66,-98.61818,-94.984555,-3.633624999999995,3.82549,49.96,318.16,-11560.741299999985
3/11/2024,3:15,13,49.98,381.963632,379.93822,2.025412,0.53309,316.38,-1602.15,-95.490908,-94.984555,-0.5063530000000043,0.53309,49.98,316.38,-1601.9996214000134
3/11/2024,3:30,14,50.01,395.63636,399.9603,-4.32394,1.081092,316.62,3080.4,-98.90909,-99.990075,1.0809849999999983,1.081092,50.01,316.62,3080.3532362999954
3/11/2024,3:45,15,50.01,438.690904,428.8383,9.852604,2.29751,315.8,-7778.79,-109.672726,-107.209575,-2.4631509999999963,2.29751,50.01,315.8,-7778.630857999989
3/11/2024,4:00,16,49.99,440.727268,428.8383,11.888968,2.772366,312.34,-9283.37,-110.181817,-107.209575,-2.9722419999999943,2.772366,49.99,312.34,-9283.500662799981
3/11/2024,4:15,17,49.94,441.890904,428.8383,13.052604,3.043712,316.16,-15475.17,-110.472726,-107.209575,-3.2631509999999935,3.043712,49.94,316.16,-15475.16730239997
3/11/2024,4:30,18,49.96,447.999992,439.23438,8.765612,1.995657,319.86,-7009.41,-111.999998,-109.808595,-2.191403000000008,1.995657,49.96,319.86,-7009.421635800027
3/11/2024,4:45,19,50.0,429.672724,439.23438,-9.561656,2.176892,321.28,6911.89,-107.418181,-109.808595,2.3904139999999927,2.176892,50.0,321.28,6911.929889279978
3/11/2024,5:00,20,50.01,443.345452,439.9082,3.437252,0.781357,326.0,-2801.32,-110.836363,-109.97705,-0.8593130000000002,0.781357,50.01,326.0,-2801.3603800000005
3/11/2024,5:15,21,49.99,457.890904,439.9082,17.982704,4.087831,352.21,-15834.3,-114.472726,-109.97705,-4.495675999999989,4.087831,49.99,352.21,-15834.22043959996
3/11/2024,5:30,22,49.97,427.054544,439.9082,-12.853656,2.921895,365.19,10561.51,-106.763636,-109.97705,3.213414,2.921895,49.97,365.19,10561.559927940001
3/11/2024,5:45,23,49.99,438.981812,439.9082,-0.926388,0.210587,378.0,787.9,-109.745453,-109.97705,0.23159700000000782,0.210587,49.99,378.0,787.8929940000266
3/11/2024,6:00,24,49.98,420.945452,419.98238,0.963072,0.229312,381.94,-919.71,-105.236363,-104.995595,-0.24076800000000276,0.229312,49.98,381.94,-919.5892992000105
3/11/2024,6:15,25,49.99,423.563632,419.98238,3.581252,0.852715,413.04,-3697.95,-105.890908,-104.995595,-0.8953130000000016,0.852715,49.99,413.04,-3698.000815200007
3/11/2024,6:30,26,49.95,369.454544,379.93822,-10.483676,2.759311,429.55,10132.27,-92.363636,-94.984555,2.6209190000000007,2.759311,49.95,429.55,10132.341808050003
3/11/2024,6:45,27,49.96,361.309088,379.93822,-18.629132,4.9032,550.71,23083.4,-90.327272,-94.984555,4.657283000000007,4.9032,49.96,550.71,23083.310888370033
3/11/2024,7:00,28,49.98,247.563636,249.98722,-2.423584,0.969483,792.0,4318.86,-61.890909,-62.496805,0.6058960000000013,0.969483,49.98,792.0,4318.826688000009
3/11/2024,7:15,29,50.0,100.654544,100.01414,0.640404,0.640313,819.97,-1312.77,-25.163636,-25.003535,-0.16010100000000094,0.640313,50.0,819.97,-1312.7801697000077
3/11/2024,7:30,30,50.02,2.327272,0.0,2.327272,0.0,1000.0,-5818.0,-0.581818,-0.0,-0.581818,0.0,50.02,1000.0,-5818.18
3/11/2024,7:45,31,50.04,7.56364,0.0,7.56364,0.0,1000.0,-14181.83,-1.89091,-0.0,-1.89091,0.0,50.04,1000.0,-14181.825000000003
3/11/2024,8:00,32,50.03,-0.581816,0.0,-0.581816,0.0,1000.0,0.0,0.145454,-0.0,0.145454,0.0,50.03,1000.0,0.0
3/11/2024,8:15,33,50.0,9.01818,0.0,9.01818,0.0,1000.0,-22545.0,-2.254545,-0.0,-2.254545,0.0,50.0,1000.0,-22545.449999999997
3/11/2024,8:30,34,50.01,7.272728,0.0,7.272728,0.0,1000.0,-18182.0,-1.818182,-0.0,-1.818182,0.0,50.01,1000.0,-18181.82
3/11/2024,8:45,35,50.01,38.690908,49.95894,-11.268032,22.554586,520.0,11690.17,-9.672727,-12.489735,2.8170079999999995,22.554586,50.01,520.0,11690.391959999999
3/11/2024,9:00,36,50.02,61.672728,49.95894,11.713788,23.446831,499.99,-15072.2,-15.418182,-12.489735,-2.9284470000000002,23.446831,50.02,499.99,-15072.433545300002
3/11/2024,9:15,37,49.91,47.127272,49.95894,-2.831668,5.667991,499.97,4247.25,-11.781818,-12.489735,0.7079170000000001,5.667991,49.91,499.97,4247.247149880001
3/11/2024,9:30,38,49.98,220.509088,249.98722,-29.478132,11.791856,500.0,33162.75,-55.127272,-62.496805,7.369533000000004,11.791856,49.98,500.0,33162.89850000002
3/11/2024,9:45,39,49.88,343.27272,350.00136,-6.72864,1.922461,536.78,13544.25,-85.81818,-87.50034,1.682159999999996,1.922461,49.88,536.78,13544.247671999969
3/11/2024,10:00,40,50.0,366.25454,350.00136,16.25318,4.643748,477.16,-19388.44,-91.563635,-87.50034,-4.063295000000011,4.643748,50.0,477.16,-19388.418422000053
3/11/2024,10:15,41,49.98,404.945448,399.9603,4.985148,1.246411,423.52,-5278.33,-101.236362,-99.990075,-1.2462869999999953,1.246411,49.98,423.52,-5278.27470239998
3/11/2024,10:30,42,49.97,418.327272,399.9603,18.366972,4.592199,416.03,-19102.85,-104.581818,-99.990075,-4.591742999999994,4.592199,49.97,416.03,-19103.028402899974
3/11/2024,10:45,43,50.04,414.254544,399.9603,14.294244,3.573916,449.98,-12060.23,-103.563636,-99.990075,-3.573560999999998,3.573916,50.04,449.98,-12060.232340849994
3/11/2024,11:00,44,50.03,414.545452,399.9603,14.585152,3.64665,429.55,-15662.68,-103.636363,-99.990075,-3.6462879999999984,3.64665,50.03,429.55,-15662.630103999994
3/11/2024,11:15,45,50.03,426.763632,419.98238,6.781252,1.614652,360.13,-6105.28,-106.690908,-104.995595,-1.6953129999999987,1.614652,50.03,360.13,-6105.330706899996
3/11/2024,11:30,46,50.0,446.83636,419.98238,26.85398,6.394073,353.51,-23732.89,-111.70909,-104.995595,-6.713495000000009,6.394073,50.0,353.51,-23732.87617450003
3/11/2024,11:45,47,49.93,446.545452,419.98238,26.563072,6.324806,384.98,-38348.44,-111.636363,-104.995595,-6.640768000000008,6.324806,49.93,384.98,-38348.44296960005
3/11/2024,12:00,48,49.98,465.163632,419.98238,45.181252,10.757892,350.05,-40096.69,-116.290908,-104.995595,-11.295313000000007,10.757892,49.98,350.05,-40096.35018185004
3/11/2024,12:15,49,49.95,485.818176,449.91924,35.898936,7.978973,381.03,-34196.3,-121.454544,-112.47981,-8.974733999999998,7.978973,49.95,381.03,-34196.42896019999
3/11/2024,12:30,50,49.94,471.27272,449.91924,21.35348,4.74607,378.02,-30270.16,-117.81818,-112.47981,-5.338369999999998,4.74607,49.94,378.02,-30270.159410999986
3/11/2024,12:45,51,49.94,489.599996,449.91924,39.680756,8.819529,357.51,-53198.5,-122.399999,-112.47981,-9.920188999999993,8.819529,49.94,357.51,-53198.50154084996
3/11/2024,13:00,52,49.97,497.454544,449.91924,47.535304,10.565297,332.06,-39883.59,-124.363636,-112.47981,-11.883826,10.565297,49.97,332.06,-39883.709997
3/11/2024,13:15,53,49.99,484.363632,449.91924,34.444392,7.655683,283.89,-24446.05,-121.090908,-112.47981,-8.611097999999998,7.655683,49.99,283.89,-24446.046112199994
3/11/2024,13:30,54,49.97,486.690904,469.94132,16.749584,3.564186,288.91,-12097.82,-121.672726,-117.48533,-4.187395999999993,3.564186,49.97,288.91,-12097.805783599979
3/11/2024,13:45,55,49.92,491.63636,469.94132,21.69504,4.616542,332.01,-27011.14,-122.90909,-117.48533,-5.4237600000000015,4.616542,49.92,332.01,-27011.138364000006
3/11/2024,14:00,56,49.91,489.599996,469.94132,19.658676,4.183219,336.02,-24771.41,-122.399999,-117.48533,-4.914668999999989,4.183219,49.91,336.02,-24771.406160699946
3/11/2024,14:15,57,49.97,490.763632,479.95236,10.811272,2.252572,350.08,-9461.96,-122.690908,-119.98809,-2.7028179999999935,2.252572,49.97,350.08,-9462.025254399978
3/11/2024,14:30,58,50.02,512.872724,479.95236,32.920364,6.85909,350.03,-28807.82,-128.218181,-119.98809,-8.230090999999987,6.85909,50.02,350.03,-28807.787527299955
3/11/2024,14:45,59,50.04,503.563632,479.95236,23.611272,4.919503,338.57,-14988.88,-125.890908,-119.98809,-5.902817999999996,4.919503,50.04,338.57,-14988.878176949991
3/11/2024,15:00,60,50.03,506.181816,479.95236,26.229456,5.465012,340.03,-22297.13,-126.545454,-119.98809,-6.557364000000007,5.465012,50.03,340.03,-22297.00480920002
3/11/2024,15:15,61,50.02,502.981812,479.95236,23.029452,4.798279,313.82,-18067.87,-125.745453,-119.98809,-5.757362999999998,4.798279,50.02,313.82,-18067.756566599994
3/11/2024,15:30,62,49.97,537.018176,479.95236,57.065816,11.889892,340.03,-50052.14,-134.254544,-119.98809,-14.26645400000001,11.889892,49.97,340.03,-50052.358194900036
3/11/2024,15:45,63,49.95,563.199992,479.95236,83.247632,17.344978,357.57,-83738.0,-140.799998,-119.98809,-20.81190799999999,17.344978,49.95,357.57,-83738.01728155494
3/11/2024,16:00,64,49.91,561.454536,479.95236,81.502176,16.981305,399.91,-122225.76,-140.363634,-119.98809,-20.37554399999999,16.981305,49.91,399.91,-122225.75701559996
3/11/2024,16:15,65,50.0,562.03636,479.95236,82.084,17.102531,357.56,-82175.44,-140.50909,-119.98809,-20.520999999999987,17.102531,50.0,357.56,-82175.41945073995
3/11/2024,16:30,66,49.97,566.690904,479.95236,86.738544,18.072324,431.04,-106586.19,-141.672726,-119.98809,-21.684636000000012,18.072324,49.97,431.04,-106586.3994177601
3/11/2024,16:45,67,49.95,554.763628,449.91924,104.844388,23.302935,499.96,-160014.45,-138.690907,-112.47981,-26.21109700000001,23.302935,49.95,499.96,-160014.48706686005
3/11/2024,17:00,68,49.98,517.23636,449.91924,67.31712,14.962045,550.06,-98711.35,-129.30909,-112.47981,-16.829279999999997,14.962045,49.98,550.06,-98711.23622387997
3/11/2024,17:15,69,50.03,497.745452,449.91924,47.826212,10.629955,419.99,-50811.73,-124.436363,-112.47981,-11.956553,10.629955,50.03,419.99,-50811.513253260004
3/11/2024,17:30,70,50.0,484.945452,449.91924,35.026212,7.785,451.04,-39495.77,-121.236363,-112.47981,-8.756552999999997,7.785,50.0,451.04,-39495.556651199986
3/11/2024,17:45,71,50.04,443.927272,399.9603,43.966972,10.992834,471.01,-38829.16,-110.981818,-99.990075,-10.991743,10.992834,50.04,471.01,-38829.156528225
3/11/2024,18:00,72,50.02,452.363632,399.9603,52.403332,13.102133,451.03,-61885.65,-113.090908,-99.990075,-13.100832999999994,13.102133,50.02,451.03,-61885.82449587997
3/11/2024,18:15,73,50.07,517.818176,457.7163,60.101876,13.130814,415.9,0.0,-129.454544,-114.429075,-15.025469000000001,13.130814,50.07,415.9,0.0
