Date,Time,Block,Freq (Hz),Actual (MW),Schedule (MW),Deviation (MW),Deviation (%),NCD,Actual_ERPC
3/1/2024,0:15,1,50,402.03636,385.84,16.19636,4.197688,351.84,-14246.35
3/1/2024,0:30,2,50.01,419.199996,385.84,33.359996,8.64607,351.73,-29334.28
3/1/2024,0:45,3,50,402.909084,385.84,17.069084,4.423876,351.49,-14999.13
3/1/2024,1:00,4,49.99,395.63636,385.84,9.79636,2.53897,345.41,-8459.44
3/1/2024,1:15,5,49.96,383.41818,385.84,-2.42182,0.627675,332.86,1813.92
3/1/2024,1:30,6,49.99,389.818176,385.84,3.978176,1.031043,329.21,-3273.99
3/1/2024,1:45,7,49.97,411.63636,385.84,25.79636,6.685766,320.74,-20684.84
3/1/2024,2:00,8,49.98,434.909084,385.84,49.069084,12.717469,320.43,-40761.13
3/1/2024,2:15,9,49.96,420.654544,385.84,34.814544,9.023052,320.37,-27883.72
3/1/2024,2:30,10,49.96,432.290904,385.84,46.450904,12.038903,320.52,-38254.83
3/1/2024,2:45,11,49.98,436.072724,385.84,50.232724,13.019056,320.4,-41875.77
3/1/2024,3:00,12,49.97,431.999996,385.84,46.159996,11.963507,326.06,-38631.59
3/1/2024,3:15,13,49.98,422.399992,385.84,36.559992,9.475428,326.72,-29862.21
3/1/2024,3:30,14,49.96,435.490904,385.84,49.650904,12.868262,325.08,-41919.85
3/1/2024,3:45,15,49.99,422.690904,385.84,36.850904,9.550825,324.78,-29921.01
3/1/2024,4:00,16,50.02,441.309084,385.84,55.469084,14.376188,324.51,-47510.73
3/1/2024,4:15,17,49.98,450.61818,385.84,64.77818,16.788871,327.2,-57042.08
3/1/2024,4:30,18,49.97,460.799996,385.84,74.959996,19.427741,337.96,-69241.24
3/1/2024,4:45,19,49.98,454.690904,385.830356,68.860548,17.847364,339.59,-63361.11
3/1/2024,5:00,20,49.99,458.47272,385.84,72.63272,18.82457,347.36,-68741.99
3/1/2024,5:15,21,49.97,460.509084,385.84,74.669084,19.352344,372.31,-75954.07
3/1/2024,5:30,22,49.99,459.927268,385.84,74.087268,19.201552,382.04,-77272.02
3/1/2024,5:45,23,49.99,482.036356,385.84,96.196356,24.93167,388.69,-104397.94
3/1/2024,6:00,24,50.03,461.672724,385.84,75.832724,19.65393,389.1,-80737.63
3/1/2024,6:15,25,50.06,432.872724,385.84,47.032724,12.189696,413.12,0
3/1/2024,6:30,26,50.01,435.490904,385.84,49.650904,12.868262,514.97,-66406.62
3/1/2024,6:45,27,50.01,285.381816,250.02432,35.357496,14.141623,795.32,-70301.52
3/1/2024,7:00,28,50.02,147.2,110.080152,37.119848,33.720746,1000,-100352
3/1/2024,7:15,29,50,101.236364,84.759404,16.47696,19.439684,1000,-41192
3/1/2024,7:30,30,50.02,107.345452,83.447548,23.897904,28.638234,1000,-63349.2
3/1/2024,7:45,31,50.03,91.927272,91.405496,0.521776,0.570837,1000,-1304
3/1/2024,8:00,32,50.05,93.963636,95.23496,-1.271324,1.334934,1000,0
3/1/2024,8:15,33,50.01,89.018184,88.010104,1.00808,1.145414,1000,-2520
3/1/2024,8:30,34,49.98,83.490908,84.296396,-0.805488,0.955543,999.96,1812.53
3/1/2024,8:45,35,49.95,58.763632,93.546908,-34.783276,37.182711,987.58,41572.87
3/1/2024,9:00,36,49.94,104.436364,103.279724,1.15664,1.11991,984.84,-4271.65
3/1/2024,9:15,37,49.85,107.927272,112.491652,-4.56438,4.057528,981.86,16805.93
3/1/2024,9:30,38,49.99,186.763632,199.96158,-13.197948,6.600242,851.33,25280.67
3/1/2024,9:45,39,49.99,312.145452,299.9906,12.154852,4.051744,689.69,-20957.61
3/1/2024,10:00,40,50.02,360.727272,385.84,-25.112728,6.508586,642.29,36291.83
3/1/2024,10:15,41,49.98,388.945452,385.84,3.105452,0.804855,529.9,-4114.14
3/1/2024,10:30,42,50.01,403.199996,385.84,17.359996,4.499273,495.5,-21504.7
3/1/2024,10:45,43,50.02,416.581816,385.84,30.741816,7.967504,415.69,-31947.85
3/1/2024,11:00,44,50.07,416.872724,385.84,31.032724,8.0429,415.74,0
3/1/2024,11:15,45,50.03,426.181812,385.84,40.341812,10.455581,398.7,-40279.07
3/1/2024,11:30,46,50.06,413.381812,385.84,27.541812,7.138143,398.69,0
3/1/2024,11:45,47,49.94,410.472724,385.84,24.632724,6.384181,398.63,-36822.54
3/1/2024,12:00,48,49.96,425.309088,385.84,39.469088,10.229392,393.23,-38801.18
3/1/2024,12:15,49,49.93,416.290904,385.84,30.450904,7.892107,391.64,-44721.72
3/1/2024,12:30,50,49.9,402.03636,385.84,16.19636,4.197688,396.94,-32144.92
3/1/2024,12:45,51,49.9,398.83636,385.84,12.99636,3.368329,383.22,-24902.33
3/1/2024,13:00,52,49.93,439.563632,434.07,5.493632,1.26561,363.61,-7490.77
3/1/2024,13:15,53,49.99,459.63636,434.07,25.56636,5.889916,317.15,-20270.96
3/1/2024,13:30,54,50.05,500.072724,482.3,17.772724,3.684994,315.74,0
3/1/2024,13:45,55,50.02,512.581816,482.3,30.281816,6.278627,316.98,-23996.97
3/1/2024,14:00,56,50.02,518.109084,482.3,35.809084,7.424649,328.65,-29421.73
3/1/2024,14:15,57,49.99,535.27272,482.3,52.97272,10.983355,335.35,-45206.32
3/1/2024,14:30,58,49.93,532.07272,482.3,49.77272,10.319867,348.07,-64966.46
3/1/2024,14:45,59,49.86,527.127264,482.3,44.827264,9.294477,337.52,-75650.49
3/1/2024,15:00,60,49.81,554.47272,482.3,72.17272,14.964279,337.62,-121834.77
3/1/2024,15:15,61,49.97,550.399996,482.3,68.099996,14.119842,356.39,-64216.13
3/1/2024,15:30,62,50.01,511.999996,482.3,29.699996,6.157992,373.29,-27716.78
3/1/2024,15:45,63,49.96,524.218176,482.3,41.918176,8.691307,373.38,-39128.36
3/1/2024,16:00,64,49.95,555.05454,482.3,72.75454,15.084914,373.45,-72619.82
3/1/2024,16:15,65,49.96,478.83636,385.84,92.99636,24.102312,375.58,-97271.16
3/1/2024,16:30,66,49.93,417.163632,385.84,31.323632,8.118296,377.12,-44297.88
3/1/2024,16:45,67,49.98,384.872724,385.84,-0.967276,0.250694,389.77,848.22
3/1/2024,17:00,68,49.98,400.581812,385.84,14.741812,3.820706,402.28,-14826.03
3/1/2024,17:15,69,50.06,413.381812,385.84,27.541812,7.138143,376.64,0
3/1/2024,17:30,70,50.05,415.999992,385.84,30.159992,7.81671,379.6,0
3/1/2024,17:45,71,50.06,416.872724,385.84,31.032724,8.0429,382.21,0
3/1/2024,18:00,72,50.04,388.945452,385.84,3.105452,0.804855,399.81,-2327.98
3/1/2024,18:15,73,50.1,440.727268,385.84,54.887268,14.225396,379.95,0
3/1/2024,18:30,74,49.96,409.309084,385.84,23.469084,6.082595,406.82,-23869.35
3/1/2024,18:45,75,49.94,377.018176,385.84,-8.821824,2.286394,456.8,12089.43
3/1/2024,19:00,76,49.95,384.290908,385.84,-1.549092,0.401486,557.2,1942.23
3/1/2024,19:15,77,50,375.27272,385.84,-10.56728,2.738773,546.79,13000.59
3/1/2024,19:30,78,49.99,384,385.84,-1.84,0.476882,534.79,2214.03
3/1/2024,19:45,79,50.01,366.545452,385.84,-19.294548,5.00066,499.56,21687.1
3/1/2024,20:00,80,50.03,387.199996,385.84,1.359996,0.352477,427.65,-1454.01
3/1/2024,20:15,81,50.03,400.872724,385.84,15.032724,3.896103,443.78,-16678.14
3/1/2024,20:30,82,50.03,404.945448,385.84,19.105448,4.95165,418.73,-20000.22
3/1/2024,20:45,83,49.99,396.509088,385.84,10.669088,2.765159,406.79,-10850.31
3/1/2024,21:00,84,50,406.399996,385.84,20.559996,5.328633,403.02,-20715.23
3/1/2024,21:15,85,49.93,400.290904,385.84,14.450904,3.74531,396.1,-21465.01
3/1/2024,21:30,86,49.96,391.563632,385.84,5.723632,1.483421,389.05,-5566.92
3/1/2024,21:45,87,49.97,388.363632,385.84,2.523632,0.654062,379.59,-2394.83
3/1/2024,22:00,88,50.02,393.01818,385.84,7.17818,1.860403,369.88,-6637.5
3/1/2024,22:15,89,50.01,385.45454,385.84,-0.38546,0.099902,365.72,317.3
3/1/2024,22:30,90,50,402.909084,385.84,17.069084,4.423876,365.56,-15599.54
3/1/2024,22:45,91,49.97,391.563632,385.84,5.723632,1.483421,365.49,-5229.8
3/1/2024,23:00,92,49.98,381.090904,385.84,-4.749096,1.230846,353.62,3778.68
3/1/2024,23:15,93,49.95,404.363632,385.84,18.523632,4.800858,349.85,-16201.2
3/1/2024,23:30,94,49.97,397.963632,385.84,12.123632,3.14214,353.31,-10708.47
3/1/2024,23:45,95,49.97,397.672724,385.84,11.832724,3.066744,353.07,-10444.52
3/1/2024,24:00:00,96,50.02,397.963632,385.84,12.123632,3.14214,352.71,-10690.29
3/2/2024,0:15,1,49.97,394.763632,400.01962,-5.255988,1.313933,336.15,3975.31
3/2/2024,0:30,2,49.99,392.727272,400.01962,-7.292348,1.822998,332.91,5462.35
3/2/2024,0:45,3,49.96,419.490904,400.01962,19.471284,4.867582,331.73,-16147.95
3/2/2024,1:00,4,49.96,433.163632,400.01962,33.144012,8.285597,331.51,-27468.92
3/2/2024,1:15,5,49.99,432.581812,400.01962,32.562192,8.140149,324.24,-26394.76
3/2/2024,1:30,6,49.99,422.981812,400.01962,22.962192,5.740266,321.02,-18428.15
3/2/2024,1:45,7,49.98,419.781812,400.01962,19.762192,4.940306,317.45,-15683.62
3/2/2024,2:00,8,50.01,422.981816,419.98684,2.994976,0.713112,313.75,-2349.05
3/2/2024,2:15,9,49.98,407.563632,419.98684,-12.423208,2.957999,304.11,8500.54
3/2/2024,2:30,10,50.01,392.145452,419.98684,-27.841388,6.62911,303.47,19010.18
3/2/2024,2:45,11,50.02,418.909088,419.98684,-1.077752,0.256616,302.22,732.76
3/2/2024,3:00,12,50.04,424.727272,419.98684,4.740432,1.12871,302.07,-2684.89
3/2/2024,3:15,13,50,425.890904,419.98684,5.904064,1.405774,302,-4457.52
3/2/2024,3:30,14,49.99,432.290904,419.98684,12.304064,2.929631,302,-9289.52
3/2/2024,3:45,15,50.02,410.472724,419.98684,-9.514116,2.265337,301.99,6464.55
3/2/2024,4:00,16,50.02,434.909084,430.01868,4.890404,1.137254,301.96,-3691.76
3/2/2024,4:15,17,50,439.854544,430.01868,9.835864,2.287311,302.49,-7438.23
3/2/2024,4:30,18,50.01,437.23636,430.01868,7.21768,1.678457,316.64,-5713.45
3/2/2024,4:45,19,49.98,434.909084,430.01868,4.890404,1.137254,320.9,-3923.32
3/2/2024,5:00,20,49.96,450.61818,449.9859,0.63228,0.140511,325.53,-514.66
3/2/2024,5:15,21,49.96,445.381812,449.9859,-4.604088,1.023163,352.39,3650.41
3/2/2024,5:30,22,49.99,459.05454,449.9859,9.06864,2.015316,364.7,-8268.48
3/2/2024,5:45,23,50.03,480.581816,449.9859,30.595916,6.799305,364.86,-27908.14
3/2/2024,6:00,24,50.06,454.109084,449.9859,4.123184,0.916292,365.92,0
3/2/2024,6:15,25,50.07,440.145452,400.01962,40.125832,10.030966,385.17,0
3/2/2024,6:30,26,50.05,436.65454,400.01962,36.63492,9.158281,375.47,0
3/2/2024,6:45,27,50.04,359.272724,299.9906,59.282124,19.761327,389.83,-43331.16
3/2/2024,7:00,28,50.02,201.890908,149.9953,51.895608,34.598156,405.16,-57000.83
3/2/2024,7:15,29,50.02,42.18182,0,42.18182,0,457.4,-48734.14
3/2/2024,7:30,30,50.03,12.8,0,12.8,0,551.37,-17643.84
3/2/2024,7:45,31,50.06,45.381816,0,45.381816,0,551.44,0
3/2/2024,8:00,32,50.05,35.78182,0,35.78182,0,722.61,0
3/2/2024,8:15,33,49.99,14.545456,0,14.545456,0,533.41,-19396.92
3/2/2024,8:30,34,49.97,8.145456,0,8.145456,0,551.83,-11237.47
3/2/2024,8:45,35,49.93,9.6,0,9.6,0,504.36,-18156.96
3/2/2024,9:00,36,49.99,131.781816,119.99624,11.785576,9.821621,477.41,-14066.41
3/2/2024,9:15,37,49.95,126.83636,119.99624,6.84012,5.700279,437.75,-7485.53
3/2/2024,9:30,38,50.02,253.672728,250.02432,3.648408,1.459221,415.87,-3793.15
3/2/2024,9:45,39,50.01,297.309088,299.9906,-2.681512,0.893865,410.14,2474.62
3/2/2024,10:00,40,50.05,317.381816,349.95688,-32.575064,9.308308,386.23,0
3/2/2024,10:15,41,50.05,320,349.95688,-29.95688,8.560163,338.9,0
3/2/2024,10:30,42,50,326.981816,349.95688,-22.975064,6.565113,350.34,18110.55
3/2/2024,10:45,43,50,326.4,349.95688,-23.55688,6.731366,356.68,18905.04
3/2/2024,11:00,44,50.03,346.181816,349.95688,-3.775064,1.078723,338.84,2878.17
3/2/2024,11:15,45,50.04,335.41818,384.97186,-49.55368,12.872027,342.47,21213.31
3/2/2024,11:30,46,50.05,345.599996,384.97186,-39.371864,10.227206,325.1,0
3/2/2024,11:45,47,49.95,390.109088,384.97186,5.137228,1.334442,324.71,-4170.25
3/2/2024,12:00,48,49.97,405.23636,384.97186,20.2645,5.263891,324.82,-16455.71
3/2/2024,12:15,49,50,397.381816,400.01962,-2.637804,0.659419,327.02,1941.03
3/2/2024,12:30,50,50,406.399996,400.01962,6.380376,1.595016,316.15,-5042.91
3/2/2024,12:45,51,50.02,411.927272,400.01962,11.907652,2.976767,298.98,-8900.34
3/2/2024,13:00,52,50.02,401.745452,400.01962,1.725832,0.431437,286.06,-1234.35
3/2/2024,13:15,53,50.24,406.109088,400.01962,6.089468,1.522292,237.73,0
3/2/2024,13:30,54,50.22,412.799996,400.01962,12.780376,3.194937,237.78,0
3/2/2024,13:45,55,50.04,403.490904,400.01962,3.471284,0.867778,276.4,-1798.99
3/2/2024,14:00,56,50,414.83636,400.01962,14.81674,3.704003,280.51,-10390.65
3/2/2024,14:15,57,50.04,409.018176,400.01962,8.998556,2.249529,282.04,-4758.66
3/2/2024,14:30,58,49.98,424.43636,400.01962,24.41674,6.103886,299.15,-18260.71
3/2/2024,14:45,59,49.87,409.599996,400.01962,9.580376,2.394977,306.61,-14687.2
3/2/2024,15:00,60,49.92,404.363632,400.01962,4.344012,1.08595,312.46,-5089.99
3/2/2024,15:15,61,50.02,408.727268,400.01962,8.707648,2.176805,313.14,-6816.74
3/2/2024,15:30,62,49.95,401.163632,400.01962,1.144012,0.285989,323.33,-924.72
3/2/2024,15:45,63,49.88,408.43636,400.01962,8.41674,2.104082,334.63,-14082.47
3/2/2024,16:00,64,49.95,395.345452,400.01962,-4.674168,1.168485,353.5,3717.58
3/2/2024,16:15,65,49.98,404.65454,400.01962,4.63492,1.158673,356.16,-4126.83
3/2/2024,16:30,66,49.97,415.709084,400.01962,15.689464,3.922174,361.33,-14172.81
3/2/2024,16:45,67,49.85,395.927268,400.01962,-4.092352,1.023038,365.65,5611.38
3/2/2024,17:00,68,49.93,401.163632,400.01962,1.144012,0.285989,366.97,-1574.32
3/2/2024,17:15,69,49.89,388.654544,400.01962,-11.365076,2.84113,332.18,14157.19
3/2/2024,17:30,70,49.96,387.490904,400.01962,-12.528716,3.132025,337.12,9503.35
3/2/2024,17:45,71,49.96,395.927268,400.01962,-4.092352,1.023038,355.9,3277.09
3/2/2024,18:00,72,49.96,348.509088,349.95688,-1.447792,0.413706,368.07,1198.84
3/2/2024,18:15,73,49.99,297.599996,299.9906,-2.390604,0.796893,323.7,1741.28
3/2/2024,18:30,74,49.94,237.381816,250.02432,-12.642504,5.05651,367.13,13924.33
3/2/2024,18:45,75,49.95,198.981816,199.96158,-0.979764,0.489976,385.53,849.75
3/2/2024,19:00,76,49.99,120.145452,119.99624,0.149212,0.124347,401.06,-149.6
3/2/2024,19:15,77,50.03,119.854544,119.99624,-0.141696,0.118084,410.35,130.74
3/2/2024,19:30,78,50,120.727272,119.99624,0.731032,0.609212,411.43,-752.09
3/2/2024,19:45,79,49.99,199.563632,199.96158,-0.397948,0.199012,411.19,368.22
3/2/2024,20:00,80,50.03,297.01818,299.9906,-2.97242,0.990838,410.29,2743.98
3/2/2024,20:15,81,50.02,301.381816,299.9906,1.391216,0.463753,383.2,-1332.77
3/2/2024,20:30,82,50.02,306.327268,299.9906,6.336668,2.112289,375.5,-5948.67
3/2/2024,20:45,83,49.99,325.818176,299.9906,25.827576,8.609462,377.5,-24374.8
3/2/2024,21:00,84,50.05,339.2,349.95688,-10.75688,3.073773,376.03,0
3/2/2024,21:15,85,50.02,353.45454,349.95688,3.49766,0.999455,372.26,-3255.04
3/2/2024,21:30,86,50.05,356.07272,349.95688,6.11584,1.747598,372.03,0
3/2/2024,21:45,87,50.03,356.363632,349.95688,6.406752,1.830726,371.99,-5958.16
3/2/2024,22:00,88,50.08,352.581816,349.95688,2.624936,0.750074,369.37,0
3/2/2024,22:15,89,49.99,361.309088,349.95688,11.352208,3.243888,354.86,-10071.28
3/2/2024,22:30,90,49.98,368.872724,349.95688,18.915844,5.405193,345.53,-16340.11
3/2/2024,22:45,91,49.94,350.545452,349.95688,0.588572,0.168184,345.67,-762.94
3/2/2024,23:00,92,49.98,362.47272,349.95688,12.51584,3.576395,338.07,-10578.21
3/2/2024,23:15,93,49.99,360.727272,349.95688,10.770392,3.077634,337.99,-9100.72
3/2/2024,23:30,94,50,359.85454,349.95688,9.89766,2.828251,354.06,-8760.86
3/2/2024,23:45,95,50,349.090904,349.95688,-0.865976,0.247452,356.11,693.88
3/2/2024,24:00:00,96,50.02,326.4,349.95688,-23.55688,6.731366,353.3,18725.89
3/3/2024,0:15,1,49.96,357.527268,340.0215,17.505768,5.14843,315.1,-13790.04
3/3/2024,0:30,2,49.97,339.2,340.0215,-0.8215,0.241602,311.4,575.65
3/3/2024,0:45,3,49.94,334.545448,340.0215,-5.476052,1.610502,310.52,5101.27
3/3/2024,1:00,4,49.95,402.909084,370.02056,32.888524,8.888296,311.25,-25591.29
3/3/2024,1:15,5,49.97,399.709088,370.02056,29.688528,8.023481,310.27,-23028.55
3/3/2024,1:30,6,49.97,393.599996,370.02056,23.579436,6.372466,299.71,-17667.6
3/3/2024,1:45,7,49.94,392.727272,370.02056,22.706712,6.136608,299.14,-25471.82
3/3/2024,2:00,8,49.95,393.01818,370.02056,22.99762,6.215228,292.9,-16839.99
3/3/2024,2:15,9,49.97,407.27272,370.02056,37.25216,10.067592,290.19,-27025.39
3/3/2024,2:30,10,50.01,410.472724,389.98778,20.484944,5.252714,286.85,-14690.16
3/3/2024,2:45,11,50,394.47272,389.98778,4.48494,1.150021,285.22,-3197.89
3/3/2024,3:00,12,50.02,389.527268,389.98778,-0.460512,0.118084,285.2,295.44
3/3/2024,3:15,13,50,403.199992,389.98778,13.212212,3.387853,280.68,-9271.14
3/3/2024,3:30,14,50,406.109088,389.98778,16.121308,4.133798,275.85,-11117.58
3/3/2024,3:45,15,50.03,407.563632,389.98778,17.575852,4.50677,285.18,-12530.81
3/3/2024,4:00,16,50.03,414.545452,400.01962,14.525832,3.63128,283.53,-10296.39
3/3/2024,4:15,17,50.03,416.290904,400.01962,16.271284,4.067621,286.11,-11638.38
3/3/2024,4:30,18,50,425.01818,400.01962,24.99856,6.249333,299.71,-18730.68
3/3/2024,4:45,19,49.99,442.181816,400.01962,42.162196,10.540032,304.1,-32382.45
3/3/2024,5:00,20,50.02,451.199996,400.01962,51.180376,12.794466,311.88,-41648.52
3/3/2024,5:15,21,50.04,434.327268,400.01962,34.307648,8.576491,325.01,-20906.87
3/3/2024,5:30,22,50.05,437.527268,400.01962,37.507648,9.376452,330.27,0
3/3/2024,5:45,23,50.07,419.781812,400.01962,19.762192,4.940306,328.22,0
3/3/2024,6:00,24,50.06,440.145452,400.01962,40.125832,10.030966,328.09,0
3/3/2024,6:15,25,50.07,424.145452,400.01962,24.125832,6.031162,339.15,0
3/3/2024,6:30,26,50.03,417.45454,379.95594,37.4986,9.869197,333.32,-31247.75
3/3/2024,6:45,27,50.02,254.254544,199.96158,54.292964,27.151698,336.92,-48140.28
3/3/2024,7:00,28,49.99,148.945456,149.9953,-1.049844,0.699918,350.94,829.1
3/3/2024,7:15,29,50.01,128.872724,100.02902,28.843704,28.835336,370.05,-28319.56
3/3/2024,7:30,30,50.03,94.254544,49.96628,44.288264,88.636304,379.04,-48467.31
3/3/2024,7:45,31,50.03,36.363636,0,36.363636,0,385.02,-35001.78
3/3/2024,8:00,32,50.07,25.309092,0,25.309092,0,396.95,0
3/3/2024,8:15,33,50.04,43.927272,0,43.927272,0,366.39,-30177.21
3/3/2024,8:30,34,50.06,44.218184,0,44.218184,0,365.01,0
3/3/2024,8:45,35,50.09,32.290908,0,32.290908,0,366.44,0
3/3/2024,9:00,36,50.16,112.290904,119.99624,-7.705336,6.421315,366.9,0
3/3/2024,9:15,37,50,133.818184,119.99624,13.821944,11.518648,374.8,-12951.21
3/3/2024,9:30,38,49.99,214.690904,250.02432,-35.333416,14.131992,375.91,29885.07
3/3/2024,9:45,39,50.01,275.2,299.9906,-24.7906,8.263792,367.57,20502.8
3/3/2024,10:00,40,49.99,360.727272,349.95688,10.770392,3.077634,359.33,-9675.32
3/3/2024,10:15,41,50,372.072724,349.95688,22.115844,6.319591,328.46,-18160.55
3/3/2024,10:30,42,50.01,367.127272,349.95688,17.170392,4.906431,330.49,-14186.61
3/3/2024,10:45,43,50.02,398.25454,379.95594,18.2986,4.815979,328.24,-15016
3/3/2024,11:00,44,50.02,421.818176,400.01962,21.798556,5.449372,328.12,-17881.23
3/3/2024,11:15,45,49.99,427.05454,400.01962,27.03492,6.758399,329.24,-22252.34
3/3/2024,11:30,46,50,411.05454,400.01962,11.03492,2.758595,324.38,-8948.67
3/3/2024,11:45,47,49.97,417.45454,400.01962,17.43492,4.358516,323.26,-14089.93
3/3/2024,12:00,48,50.04,407.563632,400.01962,7.544012,1.88591,323.31,-4573.23
3/3/2024,12:15,49,50.05,378.763632,400.01962,-21.255988,5.313736,317.17,0
3/3/2024,12:30,50,50.05,415.709084,400.01962,15.689464,3.922174,315.49,0
3/3/2024,12:45,51,50.05,435.199992,400.01962,35.180372,8.794662,299.97,0
3/3/2024,13:00,52,50.15,470.109088,430.01868,40.090408,9.322946,287.19,0
3/3/2024,13:15,53,50.21,495.709084,430.01868,65.690404,15.276175,281.74,0
3/3/2024,13:30,54,50.27,502.399996,479.98496,22.415036,4.669945,245.34,0
3/3/2024,13:45,55,50.23,494.25454,479.98496,14.26958,2.972922,242.74,0
3/3/2024,14:00,56,50.22,479.127268,479.98496,-0.857692,0.178691,242.77,0
3/3/2024,14:15,57,50.24,486.399992,499.95218,-13.552188,2.710697,265.21,0
3/3/2024,14:30,58,50.05,512.290904,499.95218,12.338724,2.467981,285.18,0
3/3/2024,14:45,59,50,499.781812,499.95218,-0.170368,0.034077,285.38,109.41
3/3/2024,15:00,60,50,502.690904,499.95218,2.738724,0.547797,288.95,-1978.44
3/3/2024,15:15,61,50.07,495.709084,479.98496,15.724124,3.275962,298.59,0
3/3/2024,15:30,62,49.98,480.581816,479.98496,0.596856,0.124349,299.97,-447.56
3/3/2024,15:45,63,49.93,468.945448,460.01774,8.927708,1.940731,299.92,-10040.99
3/3/2024,16:00,64,49.97,466.909084,460.01774,6.891344,1.49806,312.88,-5390.3
3/3/2024,16:15,65,50.03,474.763632,460.01774,14.745892,3.205505,292.86,-10796.28
3/3/2024,16:30,66,50.01,455.563632,460.01774,-4.454108,0.968247,304.86,3055.15
3/3/2024,16:45,67,49.95,420.654544,460.01774,-39.363196,8.556887,322.58,28570.01
3/3/2024,17:00,68,49.97,468.363632,460.01774,8.345892,1.814254,324.71,-6775.07
3/3/2024,17:15,69,50.05,459.927268,460.01774,-0.090472,0.019667,311.89,0
3/3/2024,17:30,70,50.01,453.818176,460.01774,-6.199564,1.347679,303.18,4229.09
3/3/2024,17:45,71,50.04,460.799996,460.01774,0.782256,0.170049,321.65,-471.77
3/3/2024,18:00,72,49.99,457.01818,460.01774,-2.99956,0.652053,329.11,2221.2
3/3/2024,18:15,73,50.07,415.127268,400.01962,15.107648,3.776727,329.05,0
3/3/2024,18:30,74,49.98,357.81818,349.95688,7.8613,2.246362,345.06,-6781.46
3/3/2024,18:45,75,50,299.63636,299.9906,-0.35424,0.118084,374.34,298.5
3/3/2024,19:00,76,50,288,299.9906,-11.9906,3.996992,397.2,10715.82
3/3/2024,19:15,77,50.02,298.472728,296.42158,2.051148,0.69197,391.94,-2009.87
3/3/2024,19:30,78,50.01,297.01818,296.42158,0.5966,0.201267,392.62,-585.4
3/3/2024,19:45,79,50.05,304.290904,296.42158,7.869324,2.654774,392.32,0
3/3/2024,20:00,80,50.06,299.345452,296.42158,2.923872,0.98639,390.87,0
3/3/2024,20:15,81,50.01,310.690908,296.42158,14.269328,4.813863,376.13,-13417.69
3/3/2024,20:30,82,49.98,293.818176,299.9906,-6.172424,2.057539,368.21,5113.66
3/3/2024,20:45,83,49.96,306.618176,299.9906,6.627576,2.209261,368.12,-6099.38
3/3/2024,21:00,84,50.02,351.709088,349.95688,1.752208,0.500693,365.99,-1603.4
3/3/2024,21:15,85,49.98,340.65454,349.95688,-9.30234,2.658139,360.73,7550.22
3/3/2024,21:30,86,49.99,353.163632,349.95688,3.206752,0.916328,360.59,-2890.85
3/3/2024,21:45,87,49.99,334.83636,349.95688,-15.12052,4.320681,359.63,12234.94
3/3/2024,22:00,88,50.02,349.67272,349.95688,-0.28416,0.081199,350.19,223.77
3/3/2024,22:15,89,49.96,402.327268,349.95688,52.370388,14.964812,345.2,-47330.79
3/3/2024,22:30,90,49.94,395.05454,349.95688,45.09766,12.886633,334.51,-56571.07
3/3/2024,22:45,91,49.98,369.745452,349.95688,19.788572,5.654574,334.33,-16539.64
3/3/2024,23:00,92,50.01,399.127272,400.01962,-0.892348,0.223076,328.01,658.61
3/3/2024,23:15,93,50.02,422.399992,400.01962,22.380372,5.594819,326.49,-18267.44
3/3/2024,23:30,94,50.04,418.618176,400.01962,18.598556,4.649411,326.47,-11384.76
3/3/2024,23:45,95,50.05,417.745448,400.01962,17.725828,4.43124,325.81,0
3/3/2024,24:00:00,96,50.14,395.927268,400.01962,-4.092352,1.023038,326.23,0
3/4/2024,0:15,1,50.09,410.763632,384.213572,26.55006,6.910235,320.52,0
3/4/2024,0:30,2,50.05,388.654544,384.213572,4.440972,1.15586,320.44,0
3/4/2024,0:45,3,50.04,384.581816,384.213572,0.368244,0.095844,314.52,-217.16
3/4/2024,1:00,4,50.02,400.290904,399.231692,1.059212,0.265313,314.33,-832.35
3/4/2024,1:15,5,50.01,402.618176,399.231692,3.386484,0.84825,303.65,-2570.7
3/4/2024,1:30,6,49.99,393.309088,399.231692,-5.922604,1.4835,302.78,4034.94
3/4/2024,1:45,7,49.98,392.727272,399.231692,-6.50442,1.629234,298.77,4372.47
3/4/2024,2:00,8,49.99,406.690904,409.1475,-2.456596,0.600418,292.96,1619.16
3/4/2024,2:15,9,49.97,412.509088,409.1475,3.361588,0.821608,288.13,-2421.44
3/4/2024,2:30,10,49.95,400.872724,409.1475,-8.274776,2.022443,287.99,5361.88
3/4/2024,2:45,11,49.95,409.309084,409.1475,0.161584,0.039493,287.87,-116.3
3/4/2024,3:00,12,50,401.745452,409.1475,-7.402048,1.809139,287.77,4792.67
3/4/2024,3:15,13,49.99,413.67272,409.1475,4.52522,1.106012,287.56,-3253.17
3/4/2024,3:30,14,49.98,416.581816,409.1475,7.434316,1.817026,281.24,-5227.13
3/4/2024,3:45,15,50.01,402.618176,409.1475,-6.529324,1.595836,287.26,4220.05
3/4/2024,4:00,16,50.03,424.727272,419.15958,5.567692,1.328299,287.23,-3997.95
3/4/2024,4:15,17,50.03,436.65454,419.15958,17.49496,4.173818,267.14,-11683.9
3/4/2024,4:30,18,50.02,435.781812,439.087472,-3.30566,0.752848,287.69,2139.72
